data_hora_inicio;nro_telefone_chamado;duracao_ligacao;desc_categoria;valor_ligacao
2020-09-01 08:39:53;11  968631971;10.2;Para Celulares Vivo;
2020-09-01 15:00:30;31  992782855;9.0;Para Celulares Vivo;
2020-09-18 09:44:37;13  996941270;2.4;Para Celulares Vivo;
2020-09-18 10:16:06;13  996941270;1.2;Para Celulares Vivo;
2020-09-18 10:36:59;11  968631971;4.4;Para Celulares Vivo;
2020-09-18 10:41:46;11  985555121;1.1;Para Celulares Vivo;
2020-09-21 14:23:18;31  992782855;0.8;Para Celulares Vivo;
2020-09-21 15:00:28;11  968631971;4.2;Para Celulares Vivo;
2020-09-23 13:40:12;11  934288684;3.8;Para Celulares Vivo;
2020-09-24 13:33:31;11  934288684;12.0;Para Celulares Vivo;
2020-09-24 13:54:24;13  996941270;2.2;Para Celulares Vivo;
2020-09-24 16:04:51;11  985555121;1.1;Para Celulares Vivo;
2020-09-24 16:15:44;11  985555121;1.5;Para Celulares Vivo;
2020-09-24 17:32:57;11  985555121;0.5;Para Celulares Vivo;
2020-09-29 08:32:21;15  997869907;7.9;Para Celulares Vivo;
2020-09-29 16:33:15;11  964734278;1.3;Para Celulares Vivo;
2020-09-02 14:34:51;11  40566644;2.4;Para Fixo Vivo;
2020-09-04 13:54:14;11  46198600;1.7;Para Fixo Vivo;
2020-09-04 13:58:41;19  34967220;4.0;Para Fixo Vivo;
2020-09-04 18:07:20;41  32925579;2.3;Para Fixo Vivo;
2020-09-15 10:40:02;11  40566644;4.3;Para Fixo Vivo;
2020-09-15 15:54:34;11  40533070;3.1;Para Fixo Vivo;
2020-09-16 09:16:25;11  40566644;6.1;Para Fixo Vivo;
2020-09-23 16:02:11;11  45886610;8.2;Para Fixo Vivo;
2020-09-24 16:22:49;41  32456800;4.3;Para Fixo Vivo;
2020-09-24 16:28:23;41  32456800;0.5;Para Fixo Vivo;
2020-09-24 17:31:57;11  45886610;0.5;Para Fixo Vivo;
2020-09-25 17:30:21;11  33501818;0.8;Para Fixo Vivo;
2020-09-03 13:49:10;11  960834500;0.8;Para Celulares de Outras Operadoras;
2020-09-03 14:06:53;11  992776975;1.4;Para Celulares de Outras Operadoras;
2020-09-03 16:19:31;11  992776975;12.7;Para Celulares de Outras Operadoras;
2020-09-08 11:07:52;41  996639314;2.5;Para Celulares de Outras Operadoras;
2020-09-14 11:43:07;31  992858539;0.5;Para Celulares de Outras Operadoras;
2020-09-14 13:36:41;31  992858539;1.6;Para Celulares de Outras Operadoras;
2020-09-18 08:47:55;19  981818214;0.8;Para Celulares de Outras Operadoras;
2020-09-18 09:51:17;11  965267676;1.5;Para Celulares de Outras Operadoras;
2020-09-12 19:32:41;53  999027453;10.4;Para Celulares Vivo;
2020-09-01 10:43:22;54  30273245;7.1;Para Fixo de Outras Operadoras;
2020-09-14 09:38:16;55  33750576;1.6;Para Fixo de Outras Operadoras;
2020-09-02 12:04:03;51  999112519;2.9;Para Celulares Vivo;
2020-09-03 15:43:42;51  991034807;27.5;Para Celulares Vivo;
2020-09-03 16:11:58;51  991034807;6.5;Para Celulares Vivo;
2020-09-04 09:34:25;51  998034733;1.3;Para Celulares Vivo;
2020-09-10 15:43:07;51  999112519;16.1;Para Celulares Vivo;
2020-09-10 16:07:11;51  980235868;1.4;Para Celulares Vivo;
2020-09-11 11:11:50;51  999112519;1.0;Para Celulares Vivo;
2020-09-15 10:22:32;51  991813564;2.2;Para Celulares Vivo;
2020-09-15 10:44:37;51  991813564;2.4;Para Celulares Vivo;
2020-09-16 12:16:41;51  991813564;1.1;Para Celulares Vivo;
2020-09-17 08:47:27;51  999112519;3.6;Para Celulares Vivo;
2020-09-18 09:55:26;51  991034807;18.1;Para Celulares Vivo;
2020-09-21 08:55:33;51  998034733;8.5;Para Celulares Vivo;
2020-09-21 16:59:56;51  998034733;6.9;Para Celulares Vivo;
2020-09-23 10:22:12;51  999796300;2.7;Para Celulares Vivo;
2020-09-23 10:37:02;51  999713236;0.5;Para Celulares Vivo;
2020-09-23 10:37:39;51  999713236;6.6;Para Celulares Vivo;
2020-09-23 12:51:42;51  991813564;0.5;Para Celulares Vivo;
2020-09-23 12:52:33;51  991813564;1.7;Para Celulares Vivo;
2020-09-23 14:27:14;51  998034733;0.9;Para Celulares Vivo;
2020-09-23 15:44:31;51  991813564;4.3;Para Celulares Vivo;
2020-09-23 15:59:31;51  999796300;2.1;Para Celulares Vivo;
2020-09-24 17:15:01;51  998447472;5.4;Para Celulares Vivo;
2020-09-28 09:52:10;51  999796300;4.5;Para Celulares Vivo;
2020-09-28 10:41:14;51  999796300;3.3;Para Celulares Vivo;
2020-09-28 16:02:17;51  999796300;1.9;Para Celulares Vivo;
2020-09-10 11:51:40;51  34703118;1.8;Para Fixo Vivo;
2020-09-14 13:33:10;51  993248616;2.7;Para Fixo Vivo;
2020-09-15 13:43:11;51  33673397;1.4;Para Fixo Vivo;
2020-09-18 09:29:30;51  30358000;0.5;Para Fixo Vivo;
2020-09-21 09:41:10;51  21219913;10.5;Para Fixo Vivo;
2020-09-21 16:04:44;51  30358000;2.7;Para Fixo Vivo;
2020-09-24 10:59:54;51  30358000;2.6;Para Fixo Vivo;
2020-09-14 10:11:28;51  984022141;2.6;Para Celulares de Outras Operadoras;
2020-09-15 17:11:59;51  984022141;2.5;Para Celulares de Outras Operadoras;
2020-09-16 09:27:45;51  984022141;1.6;Para Celulares de Outras Operadoras;
2020-09-16 09:45:44;51  991153364;2.1;Para Celulares de Outras Operadoras;
2020-09-17 16:25:28;51  985666828;7.4;Para Celulares de Outras Operadoras;
2020-09-17 16:28:21;51  984022141;4.5;Para Celulares de Outras Operadoras;
2020-09-04 09:04:19;51  32017503;0.5;Para Fixo de Outras Operadoras;
2020-09-04 09:43:39;51  32017503;0.5;Para Fixo de Outras Operadoras;
2020-09-16 10:26:25;51  34304116;1.8;Para Fixo de Outras Operadoras;
2020-09-21 17:07:17;51  33478663;1.7;Para Fixo de Outras Operadoras;
2020-09-25 14:32:42;51  34551503;3.0;Para Fixo de Outras Operadoras;
2020-09-25 17:07:44;51  34551525;0.5;Para Fixo de Outras Operadoras;
2020-09-29 16:23:20;51  33478663;4.1;Para Fixo de Outras Operadoras;
2020-09-01 13:34:05;51  998034733;0.7;Para Celulares Vivo;
2020-09-01 13:35:03;51  998034733;7.5;Para Celulares Vivo;
2020-09-01 14:18:43;51  998034733;0.8;Para Celulares Vivo;
2020-09-01 14:23:42;51  998034733;7.9;Para Celulares Vivo;
2020-09-01 17:04:20;51  991035458;5.1;Para Celulares Vivo;
2020-09-01 10:37:49;51  993385115;3.8;Para Celulares de Outras Operadoras;
2020-09-24 16:07:39;11940282589;1.0;GRATIS-SMS;0.00
2020-09-24 16:07:08;11940282589;1.0;GRATIS-SMS;0.00
2020-09-14 10:09:13;11985555121;1.0;GRATIS-SMS;0.00
2020-09-04 17:02:00;41996639314;1.0;GRATIS-SMS;0.00
2020-09-04 16:04:05;31992782855;1.0;GRATIS-SMS;0.00
2020-09-02 07:22:11;11953259211;1.0;GRATIS-SMS;0.00
2020-09-01 15:41:44;11  985555121;4.6;Para Celulares Vivo;
2020-09-01 16:24:16;31  984403389;7.6;Para Celulares Vivo;
2020-09-02 14:20:10;31  992782855;3.0;Para Celulares Vivo;
2020-09-02 15:40:38;13  997414801;4.7;Para Celulares Vivo;
2020-09-02 17:48:40;11  968631971;3.3;Para Celulares Vivo;
2020-09-03 08:55:44;31  992782855;1.2;Para Celulares Vivo;
2020-09-03 13:46:39;31  992782855;0.5;Para Celulares Vivo;
2020-09-03 15:43:11;31  992782855;27.9;Para Celulares Vivo;
2020-09-04 10:35:12;31  992782855;1.9;Para Celulares Vivo;
2020-09-04 11:30:38;11  985555121;2.7;Para Celulares Vivo;
2020-09-04 17:35:32;31  992782855;1.1;Para Celulares Vivo;
2020-09-08 09:07:47;31  992782855;0.6;Para Celulares Vivo;
2020-09-08 11:10:43;48  991550493;4.8;Para Celulares Vivo;
2020-09-08 11:25:32;31  992782855;8.5;Para Celulares Vivo;
2020-09-09 09:49:23;31  992782855;1.0;Para Celulares Vivo;
2020-09-09 09:58:08;16  997685031;4.9;Para Celulares Vivo;
2020-09-09 11:46:07;11  985555121;3.7;Para Celulares Vivo;
2020-09-09 14:22:32;11  983089701;3.2;Para Celulares Vivo;
2020-09-09 15:06:20;31  992782855;4.2;Para Celulares Vivo;
2020-09-11 11:22:10;31  992782855;1.9;Para Celulares Vivo;
2020-09-11 15:28:08;11  985555121;2.5;Para Celulares Vivo;
2020-09-14 10:08:24;11  985555121;0.5;Para Celulares Vivo;
2020-09-18 13:52:39;41  996639314;4.4;Para Celulares de Outras Operadoras;
2020-09-24 11:35:48;11  940282589;1.3;Para Celulares de Outras Operadoras;
2020-09-24 11:41:13;11  940282589;1.0;Para Celulares de Outras Operadoras;
2020-09-24 16:12:29;11  940282589;3.0;Para Celulares de Outras Operadoras;
2020-09-24 17:52:27;41  992599721;3.2;Para Celulares de Outras Operadoras;
2020-09-25 08:31:50;41  996639314;5.1;Para Celulares de Outras Operadoras;
2020-09-25 15:09:05;11  992776975;18.3;Para Celulares de Outras Operadoras;
2020-09-25 16:27:54;11  992776975;3.3;Para Celulares de Outras Operadoras;
2020-09-10 08:55:24;47  35140429;0.9;Para Fixo de Outras Operadoras;
2020-09-10 09:16:09;48  34680022;2.2;Para Fixo de Outras Operadoras;
2020-09-11 10:55:41;31  30452933;2.3;Para Fixo de Outras Operadoras;
2020-09-18 09:35:08;47  32411718;4.8;Para Fixo de Outras Operadoras;
2020-09-24 11:03:37;41  21410877;2.1;Para Fixo de Outras Operadoras;
2020-09-25 15:04:06;11  48987676;3.0;Para Fixo de Outras Operadoras;
2020-09-28 10:55:57;11  48987676;0.7;Para Fixo de Outras Operadoras;
2020-09-28 15:55:25;15  33351430;1.5;Para Fixo de Outras Operadoras;
2020-09-14 11:04:18;11  968631971;8.6;Para Celulares Vivo;
2020-09-01;"";93.0;INTERNET MOVEL 2;0.00
2020-09-02;"";95.0;INTERNET MOVEL 2;0.00
2020-09-03;"";32810.0;INTERNET MOVEL 2;0.00
2020-09-04;"";18356.2;INTERNET MOVEL 2;0.00
2020-09-05;"";46670.2;INTERNET MOVEL 2;0.00
2020-09-06;"";40.0;INTERNET MOVEL 2;0.00
2020-09-07;"";916.0;INTERNET MOVEL 2;0.00
2020-09-08;"";2530.5;INTERNET MOVEL 2;0.00
2020-09-09;"";12892.8;INTERNET MOVEL 2;0.00
